Date,Open,High,Low,Close,Adj Close,Volume
2020-06-30,193.4499969482422,194.625,186.10000610351562,187.0,148.5631561279297,9018244
2020-07-01,188.5,191.6999969482422,187.0500030517578,190.0749969482422,151.00613403320312,10365588
2020-07-02,191.47500610351562,195.6750030517578,189.375,191.75,152.33682250976562,13185606
2020-07-03,193.5,195.27499389648438,191.64999389648438,192.6999969482422,153.091552734375,6962106
2020-07-06,194.0,198.375,192.6999969482422,195.10000610351562,154.9982452392578,9926808
2020-07-07,195.125,195.625,188.89999389648438,189.9250030517578,150.88694763183594,9853948
2020-07-08,191.1999969482422,193.72500610351562,188.0749969482422,189.0749969482422,150.211669921875,8446692
2020-07-09,190.75,190.89999389648438,186.5500030517578,188.375,149.65553283691406,5702054
2020-07-10,188.9250030517578,190.25,185.1750030517578,188.1750030517578,149.4966278076172,11766114
2020-07-13,189.0,192.10000610351562,187.72500610351562,189.97500610351562,150.92666625976562,10277456
2020-07-14,189.75,192.9499969482422,186.0500030517578,186.875,148.4638214111328,9482614
2020-07-15,188.9250030517578,191.1750030517578,184.10000610351562,184.8000030517578,146.81533813476562,9807552
2020-07-16,186.375,198.125,180.14999389648438,196.9499969482422,156.46798706054688,26616036
2020-07-17,202.25,223.6999969482422,196.0,221.89999389648438,176.28964233398438,107684344
2020-07-20,220.5,224.0,217.5500030517578,218.64999389648438,173.70765686035156,28745778
2020-07-21,218.5,240.5,217.6999969482422,232.10000610351562,184.3931121826172,98290940
2020-07-22,232.39999389648438,232.47500610351562,223.85000610351562,225.3000030517578,178.99081420898438,25364622
2020-07-23,223.0,238.6999969482422,221.52499389648438,228.77499389648438,181.75152587890625,72915804
2020-07-24,226.0,231.75,222.64999389648438,224.1999969482422,178.1168670654297,22294340
2020-07-27,227.0,233.3000030517578,222.0,228.85000610351562,181.8111114501953,40099526
2020-07-28,230.5500030517578,236.85000610351562,228.5,230.75,183.32057189941406,30188154
2020-07-29,232.0,233.8249969482422,223.39999389648438,226.89999389648438,180.2619171142578,20079062
2020-07-30,217.875,219.9499969482422,208.0749969482422,209.5500030517578,166.47811889648438,49057034
2020-07-31,210.5500030517578,214.0,205.4499969482422,206.89999389648438,164.372802734375,22379048
2020-08-03,207.0,214.125,204.0749969482422,208.89999389648438,165.9617156982422,28463794
2020-08-04,209.02499389648438,211.5,195.5,204.27499389648438,162.28736877441406,51231218
2020-08-05,204.9499969482422,207.47500610351562,202.5500030517578,205.22500610351562,163.04209899902344,22069412
2020-08-06,206.0,211.75,203.125,204.77499389648438,162.68460083007812,25134282
2020-08-07,206.25,210.6999969482422,205.52499389648438,209.875,166.736328125,18237588
2020-08-10,210.5,212.1999969482422,206.75,207.5749969482422,164.90907287597656,16504844
2020-08-11,208.5,216.5,207.8000030517578,214.625,170.50999450683594,25534582
2020-08-12,215.0,217.0500030517578,210.22500610351562,210.89999389648438,167.55062866210938,18101040
2020-08-13,210.0,213.10000610351562,208.25,210.5749969482422,167.29244995117188,11681234
2020-08-14,213.0,213.0,204.3249969482422,206.625,164.1543426513672,28445040
2020-08-17,209.39999389648438,209.39999389648438,201.5500030517578,203.9499969482422,162.0291748046875,22849152
2020-08-18,205.0,205.6750030517578,200.5,201.14999389648438,159.80470275878906,27093554
2020-08-19,202.4499969482422,205.47500610351562,198.8249969482422,201.85000610351562,160.36082458496094,33242206
2020-08-20,201.85000610351562,209.9250030517578,200.0500030517578,206.22500610351562,163.83657836914062,36899472
2020-08-21,209.5,209.5,204.125,205.0500030517578,162.90309143066406,17126912
2020-08-24,206.6999969482422,208.14999389648438,204.3000030517578,204.875,162.7640380859375,13081806
2020-08-25,205.0,209.75,204.1750030517578,206.4499969482422,164.0153045654297,25017896
2020-08-26,207.0,207.89999389648438,204.5,205.0500030517578,162.90309143066406,10814154
2020-08-27,205.8000030517578,209.22500610351562,204.75,206.47500610351562,164.03517150878906,15646796
2020-08-28,207.25,211.0,206.75,207.52499389648438,164.86936950683594,17487384
2020-08-31,208.75,213.1999969482422,201.60000610351562,203.89999389648438,161.9894561767578,37997902
2020-09-01,203.97500610351562,205.875,200.25,203.625,161.77099609375,12040094
2020-09-02,204.375,207.75,203.1999969482422,206.97500610351562,164.43238830566406,10307040
2020-09-03,208.0,209.3000030517578,205.14999389648438,206.6999969482422,164.2139129638672,8794738
2020-09-04,204.5,205.5,200.3000030517578,201.6750030517578,160.2217559814453,9733000
2020-09-07,205.5,205.5,198.10000610351562,200.10000610351562,158.97055053710938,16616944
2020-09-08,200.25,209.97500610351562,199.75,206.0500030517578,163.6975555419922,37280122
2020-09-09,203.0,204.75,199.5,202.97500610351562,161.25457763671875,13471164
2020-09-10,204.25,216.75,202.75,215.14999389648438,170.9270477294922,50834954
2020-09-11,215.5,218.0,211.1750030517578,214.375,170.3113555908203,25168858
2020-09-14,212.9499969482422,214.75,207.0749969482422,208.5749969482422,165.70352172851562,12050202
2020-09-15,208.75,212.75,206.22500610351562,207.1999969482422,164.6111602783203,16667382
2020-09-16,207.5,210.25,205.6999969482422,206.52499389648438,164.07489013671875,10001736
2020-09-17,206.5,209.5,205.77499389648438,207.8000030517578,165.08782958984375,13708168
2020-09-18,210.0,211.4499969482422,204.8000030517578,206.02499389648438,163.6776580810547,19110716
2020-09-21,206.75,207.85000610351562,199.52499389648438,200.72500610351562,159.4670867919922,11706332
2020-09-22,201.52499389648438,201.89999389648438,191.10000610351562,196.0749969482422,155.77284240722656,15913160
2020-09-23,198.4499969482422,198.60000610351562,190.625,193.8249969482422,153.9853057861328,11588706
2020-09-24,189.10000610351562,193.0749969482422,187.6750030517578,188.625,149.85414123535156,9254902
2020-09-25,189.5,190.75,182.64999389648438,187.875,149.25830078125,26544582
2020-09-28,188.5,195.27499389648438,187.85000610351562,192.5749969482422,152.99224853515625,14260844
2020-09-29,197.0,197.0,189.0749969482422,193.27499389648438,153.54837036132812,17532748
2020-09-30,193.75,197.25,174.39999389648438,176.52499389648438,140.24122619628906,87189586
2020-10-01,179.0,180.77499389648438,173.75,176.64999389648438,140.3405303955078,32424524
2020-10-05,176.64999389648438,179.22500610351562,175.5,177.0749969482422,140.67819213867188,13176802
2020-10-06,178.35000610351562,180.1999969482422,175.10000610351562,176.02499389648438,139.84400939941406,13773544
2020-10-07,176.5,176.85000610351562,170.5,171.125,135.95115661621094,20549154
2020-10-08,172.4499969482422,172.5,168.8000030517578,170.02499389648438,135.07728576660156,19178934
2020-10-09,170.25,175.10000610351562,169.8000030517578,172.5,137.0435333251953,26861436
2020-10-12,173.5,174.89999389648438,170.22500610351562,170.8000030517578,135.69297790527344,9593558
2020-10-13,171.1999969482422,171.85000610351562,169.0,169.5500030517578,134.6999053955078,10558800
2020-10-14,168.875,169.4499969482422,164.25,166.4499969482422,132.2371063232422,16178274
2020-10-15,167.0,169.35000610351562,162.5,163.3249969482422,129.7544403076172,10821450
2020-10-16,164.4499969482422,171.6999969482422,163.75,169.97500610351562,135.0375518798828,26906266
2020-10-19,172.0,173.89999389648438,170.52499389648438,173.3249969482422,137.698974609375,14750554
2020-10-20,172.97500610351562,174.875,170.8249969482422,171.6750030517578,136.38815307617188,10486228
2020-10-21,180.25,181.52499389648438,172.5500030517578,174.77499389648438,138.85092163085938,34108526
2020-10-22,174.35000610351562,175.39999389648438,172.0,174.6750030517578,138.77149963378906,11658856
2020-10-23,174.9499969482422,177.6750030517578,174.75,175.77499389648438,139.6453857421875,10095206
2020-10-26,175.77499389648438,176.85000610351562,171.27499389648438,173.0500030517578,137.48049926757812,10164184
2020-10-27,173.0,174.9499969482422,171.02499389648438,174.3249969482422,138.49343872070312,8717246
2020-10-28,174.125,174.8000030517578,171.22500610351562,172.72500610351562,137.22232055664062,7743220
2020-10-29,172.0,173.75,169.10000610351562,170.89999389648438,135.7724151611328,14722436
2020-10-30,172.4250030517578,179.72500610351562,171.75,177.22500610351562,140.79736328125,33648648
2020-11-02,176.89999389648438,177.3249969482422,172.375,173.1999969482422,137.5996551513672,8690720
2020-11-03,174.25,178.25,174.25,175.4250030517578,139.36732482910156,13322292
2020-11-04,175.25,176.47500610351562,172.10000610351562,174.4250030517578,138.5728759765625,8101954
2020-11-05,177.35000610351562,184.375,175.35000610351562,183.14999389648438,145.50448608398438,27315846
2020-11-06,184.0,185.02499389648438,180.64999389648438,181.22500610351562,143.97520446777344,11623324
2020-11-09,184.125,190.0,182.75,187.77499389648438,149.17886352539062,23414854
2020-11-10,188.0,192.47500610351562,186.0749969482422,191.39999389648438,152.05874633789062,16074814
2020-11-11,191.39999389648438,199.1999969482422,190.8000030517578,197.0,156.50770568847656,22991936
2020-11-12,197.5,197.9499969482422,193.5500030517578,197.3249969482422,156.76589965820312,13222638
2020-11-13,195.89999389648438,200.1999969482422,191.60000610351562,197.0,156.50770568847656,19115708
2020-11-14,198.77499389648438,207.47500610351562,197.625,206.4250030517578,163.99546813964844,16811038
2020-11-17,207.5,207.5,196.0500030517578,197.3249969482422,156.76589965820312,44296492
2020-11-18,197.22500610351562,197.22500610351562,188.6750030517578,191.52499389648438,152.15806579589844,42174930
2020-11-19,191.52499389648438,197.75,191.02499389648438,191.85000610351562,152.416259765625,33181436
2020-11-20,193.85000610351562,194.9499969482422,189.27499389648438,191.64999389648438,152.2573699951172,18928924
2020-11-23,193.0,197.77499389648438,191.5,197.22500610351562,156.68646240234375,18370378
2020-11-24,199.0,199.75,194.1750030517578,194.875,154.81948852539062,14237058
2020-11-25,195.5,196.6999969482422,190.60000610351562,191.02499389648438,151.7608184814453,14976356
2020-11-26,191.85000610351562,192.39999389648438,187.52499389648438,189.0,150.1520538330078,16774012
2020-11-27,190.1999969482422,191.9499969482422,185.5,186.5,148.16592407226562,27707056
2020-12-01,187.4499969482422,190.72500610351562,185.5,189.64999389648438,150.66845703125,9807172
2020-12-02,190.64999389648438,195.0,188.9250030517578,192.25,152.73403930664062,19302512
2020-12-03,193.5,198.89999389648438,191.3249969482422,196.9499969482422,156.46798706054688,37347498
2020-12-04,198.14999389648438,199.39999389648438,194.39999389648438,196.14999389648438,155.8323974609375,14825638
2020-12-07,196.0749969482422,202.5,195.72500610351562,197.5,156.90493774414062,20185302
2020-12-08,199.5,199.5,194.52499389648438,195.22500610351562,155.09754943847656,11461924
2020-12-09,196.0749969482422,199.39999389648438,195.5,197.5749969482422,156.9645233154297,16825160
2020-12-10,197.5500030517578,200.75,193.5500030517578,199.64999389648438,158.61300659179688,14788112
2020-12-11,200.5,203.6999969482422,196.0,198.6999969482422,157.85829162597656,29170228
2020-12-14,200.75,203.0,199.3000030517578,202.72500610351562,161.0559844970703,22254470
2020-12-15,204.14999389648438,204.625,198.5500030517578,199.3000030517578,158.33494567871094,17578662
2020-12-16,201.39999389648438,202.97500610351562,199.14999389648438,199.8000030517578,158.73219299316406,14206982
2020-12-17,201.25,201.27499389648438,197.14999389648438,197.6999969482422,157.06382751464844,12233988
2020-12-18,199.0,199.5,194.625,196.9250030517578,156.4481201171875,13147766
2020-12-21,196.5,196.5,178.8249969482422,183.6750030517578,145.9215850830078,25446600
2020-12-22,183.6750030517578,187.3000030517578,178.5,186.25,147.96730041503906,20183368
2020-12-23,186.5,188.60000610351562,184.6999969482422,187.1999969482422,148.72203063964844,11965506
2020-12-24,188.1999969482422,190.625,187.77499389648438,188.77499389648438,149.9733123779297,12131772
2020-12-28,190.0,192.25,189.25,191.375,152.03890991210938,9806128
2020-12-29,192.25,192.8000030517578,188.8249969482422,190.75,151.5423583984375,8034014
2020-12-30,191.0,192.10000610351562,189.39999389648438,191.4250030517578,152.07861328125,6183434
2020-12-31,191.0,192.27499389648438,189.77499389648438,190.5500030517578,151.3834686279297,8594440
2021-01-01,190.5500030517578,192.0,190.1999969482422,190.97500610351562,151.72113037109375,5723498
2021-01-04,192.4499969482422,198.4499969482422,192.25,197.6750030517578,157.04397583007812,16477784
2021-01-05,197.35000610351562,197.375,194.5,196.0,155.71322631835938,9064136
2021-01-06,196.3000030517578,198.47500610351562,191.27499389648438,193.64999389648438,153.84628295898438,16144720
2021-01-07,195.5,197.5,193.8000030517578,196.10000610351562,155.79270935058594,13121606
2021-01-08,197.5,203.0,197.125,200.0749969482422,158.95065307617188,24755912
2021-01-11,202.0,202.375,197.6750030517578,200.875,159.58624267578125,13668006
2021-01-12,200.75,204.5,198.72500610351562,201.27499389648438,159.9040069580078,16662142
2021-01-13,203.0,212.5,202.3249969482422,205.9499969482422,163.6180877685547,42362294
2021-01-14,206.0,215.0,205.5,213.35000610351562,169.4970703125,25200192
2021-01-15,214.6999969482422,214.75,205.64999389648438,207.3000030517578,164.69061279296875,17655902
2021-01-18,207.0,208.4499969482422,201.0,204.77499389648438,162.68460083007812,16787164
2021-01-19,206.5,209.0,204.125,206.72500610351562,164.23379516601562,11094214
2021-01-20,207.5,208.4499969482422,204.625,206.9250030517578,164.39268493652344,9874786
2021-01-21,207.5,211.5,202.5500030517578,204.14999389648438,162.18804931640625,17536476
2021-01-22,204.5,206.47500610351562,197.47500610351562,198.02499389648438,157.322021484375,15404838
2021-01-25,200.0,201.4250030517578,192.35000610351562,193.64999389648438,153.84628295898438,12060426
2021-01-27,192.77499389648438,195.125,189.875,190.3000030517578,151.18484497070312,12066876
2021-01-28,188.5,194.85000610351562,188.125,192.14999389648438,152.6546173095703,16311766
2021-01-29,194.9499969482422,198.27499389648438,190.6750030517578,191.8000030517578,152.3765411376953,16517910
2021-02-01,194.0,198.9499969482422,190.3000030517578,196.5,156.11048889160156,27876736
2021-02-02,198.375,205.5,196.625,204.0,162.0688934326172,17753676
2021-02-03,202.5,208.5,201.1750030517578,207.4499969482422,164.8097686767578,17018506
2021-02-04,206.8000030517578,211.25,205.27499389648438,209.27499389648438,166.2596435546875,15198682
2021-02-05,210.25,211.14999389648438,206.5500030517578,207.5,164.8494873046875,7722568
2021-02-08,210.0,212.1999969482422,208.0,210.02499389648438,166.85549926757812,12645654
2021-02-09,215.5,219.02499389648438,208.3249969482422,209.6750030517578,166.57742309570312,45154044
2021-02-10,211.10000610351562,212.47500610351562,204.52499389648438,207.89999389648438,165.167236328125,19160592
2021-02-11,207.5,211.4250030517578,207.14999389648438,210.97500610351562,167.61024475097656,11459318
2021-02-12,211.5,212.9250030517578,207.3000030517578,209.0500030517578,166.08090209960938,10941890
2021-02-15,211.39999389648438,212.4499969482422,208.5,209.5,166.4384002685547,11037552
2021-02-16,208.89999389648438,211.3000030517578,208.10000610351562,208.97500610351562,166.02130126953125,10795324
2021-02-17,202.25,206.9499969482422,200.77499389648438,205.85000610351562,170.0484619140625,17178862
2021-02-18,207.6750030517578,217.1750030517578,205.35000610351562,216.10000610351562,178.51577758789062,41510988
2021-02-19,218.5,222.39999389648438,211.75,215.0,177.60707092285156,48892610
2021-02-22,214.64999389648438,217.625,209.0,211.27499389648438,174.52989196777344,19380682
2021-02-23,214.0,221.35000610351562,212.89999389648438,217.625,179.77552795410156,28795656
2021-02-24,220.0,222.5,218.0500030517578,219.35000610351562,181.2005157470703,11981366
2021-02-25,220.97500610351562,233.89999389648438,220.9250030517578,230.77499389648438,190.6384735107422,37621658
2021-02-26,227.47500610351562,233.1750030517578,220.125,224.9250030517578,185.80592346191406,36883078
2021-03-01,228.0,231.9250030517578,225.0500030517578,227.625,188.03634643554688,12185500
2021-03-02,237.25,241.1999969482422,231.0,234.5,193.7156219482422,53200666
2021-03-03,240.0,240.0,231.14999389648438,233.1750030517578,192.62107849121094,17675284
2021-03-04,231.0,236.3249969482422,229.625,231.9499969482422,191.60911560058594,12556622
2021-03-05,231.5,237.22500610351562,229.0500030517578,230.89999389648438,190.74171447753906,17793026
2021-03-08,231.0,236.47500610351562,230.89999389648438,233.35000610351562,192.765625,11349538
2021-03-09,223.10000610351562,227.0,218.6750030517578,222.9499969482422,184.17440795898438,399581906
2021-03-10,225.5,225.9499969482422,221.02499389648438,222.75,184.00918579101562,23491604
2021-03-12,228.5,232.0,225.5,228.77499389648438,188.986328125,52792772
2021-03-15,232.22500610351562,232.5,225.64999389648438,230.27499389648438,190.22544860839844,33839076
2021-03-16,232.27499389648438,232.8000030517578,226.02499389648438,226.9250030517578,187.4580841064453,30782874
2021-03-17,221.0,223.35000610351562,215.0500030517578,216.02499389648438,178.4538116455078,57699598
2021-03-18,217.5,219.25,211.89999389648438,213.4499969482422,176.32667541503906,26361962
2021-03-19,213.0,219.1999969482422,209.60000610351562,216.47500610351562,178.82554626464844,26622950
2021-03-22,219.125,221.0,217.1750030517578,219.6750030517578,181.46900939941406,27343862
2021-03-23,220.9499969482422,221.10000610351562,217.5500030517578,218.25,180.29183959960938,17089478
2021-03-24,217.47500610351562,218.25,214.3249969482422,214.97500610351562,177.58644104003906,10317086
2021-03-25,213.22500610351562,213.60000610351562,207.5500030517578,209.47500610351562,175.07904052734375,20898974
2021-03-26,212.9499969482422,215.89999389648438,210.6999969482422,212.10000610351562,177.27301025390625,19204862
2021-03-30,214.4499969482422,216.9499969482422,210.75,215.39999389648438,180.03114318847656,17153798
